trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount
550,New,f,6,2015,Silver,4.6,Gasoline,Pac,Premium,Alloy,18,76
550,New,f,15,2015,Silver,4.7,Gasoline,Mtn,Premium,Alloy,unsp,68
550,New,f,1,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,18,74
550,CPO,f,20280,2010,White,5.5,Gasoline,New,unsp,unsp,18,63
550,New,f,7,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,18,72
550,Used,f,61827,2009,White,5.5,Gasoline,SoA,unsp,unsp,unsp,33
600,Used,f,120659,1997,Green,6,Gasoline,Pac,unsp,Alloy,unsp,50
550,New,f,5,2015,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,0
63,Used,f,45108,2009,White,6.3,Gasoline,Pac,unsp,unsp,unsp,15
550,Used,f,70336,2011,Gray,5.5,Gasoline,SoA,Bang Olufsen,Alloy,unsp,61
55,Used,f,69716,2003,Black,5.4,Gasoline,SoA,Bose,Alloy,unsp,59
600,Used,f,91276,2004,Silver,5.5,Gasoline,SoA,unsp,unsp,18,7
550,Used,f,40596,2013,Black,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,78
550,CPO,f,5,2014,Silver,4.6,Gasoline,WSC,Premium,Alloy,unsp,64
550,New,f,11,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,43221,2009,Gray,5.5,Gasoline,SoA,unsp,unsp,unsp,29
550,New,f,9,2014,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,0
500,Used,f,140606,2000,Silver,5,Gasoline,New,Premium,Alloy,unsp,51
550,CPO,t,17074,2013,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,75
550,CPO,t,12742,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,74
550,CPO,f,48713,2011,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,9
550,New,f,8,2015,White,4.6,Gasoline,Pac,unsp,unsp,18,83
550,Used,t,41278,2010,Silver,5.5,Gasoline,SoA,Premium,Alloy,18,75
550,Used,t,20943,2013,Silver,4.6,Gasoline,WSC,Harman Kardon,unsp,unsp,29
400,CPO,f,23931,2010,White,3.5,Hybrid,WSC,unsp,unsp,unsp,15
550,New,f,5,2015,White,4.6,Gasoline,WSC,unsp,unsp,unsp,1
55,Used,f,157503,2001,Silver,5.4,Gasoline,WSC,unsp,Alloy,unsp,26
550,Used,f,103915,2008,Silver,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,62
550,Used,f,18948,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,65
550,New,f,7,2014,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,1
550,Used,t,12484,2012,Red,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,45
63,Used,t,20318,2012,White,5.5,Gasoline,WSC,unsp,unsp,unsp,17
500,Used,f,194212,2000,Beige,5,Gasoline,WNC,unsp,unsp,unsp,0
550,Used,f,86063,2007,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,20
550,Used,f,15011,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,2
500,Used,f,64507,2003,Gold,5,Gasoline,SoA,Premium,Alloy,unsp,55
550,CPO,f,43284,2010,Silver,5.5,Gasoline,ENC,unsp,unsp,unsp,58
550,New,f,9,2014,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,0
500,Used,f,122982,2005,Black,5,Gasoline,Pac,Bose,Alloy,17,62
550,CPO,t,16544,2012,Black,4.6,Gasoline,Pac,Harman Kardon,unsp,unsp,85
550,Used,f,81890,2010,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,54
600,Used,f,116740,2001,Gold,5.8,Gasoline,Pac,unsp,unsp,unsp,1
63,New,f,45,2015,Black,5.5,unsp,ENC,Premium,unsp,20,78
550,Used,t,57427,2011,White,5.5,Gasoline,Pac,unsp,unsp,unsp,9
550,New,f,11,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
550,Used,f,66000,2009,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,35
unsp,New,f,12,2015,Black,unsp,unsp,SoA,unsp,unsp,unsp,0
400,Used,f,41943,2010,Black,3.5,Hybrid,ENC,unsp,unsp,unsp,74
430,Used,f,115000,2002,Gray,4.3,Gasoline,WSC,Bose,Alloy,unsp,17
550,New,f,6,2014,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,CPO,f,48950,2011,White,5.5,Gasoline,ESC,Harman Kardon,Alloy,18,107
63,CPO,f,51596,2009,White,6.3,Gasoline,Pac,unsp,unsp,unsp,42
550,New,f,6,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1
430,Used,f,145404,2002,Silver,4.3,Gasoline,SoA,Premium,Alloy,unsp,41
430,Used,f,117956,2006,Brown,4.3,Gasoline,Mid,unsp,Alloy,unsp,52
550,New,f,8,2015,unsp,4.6,Gasoline,Mid,Premium,unsp,unsp,76
550,New,f,9,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,48
550,Used,f,100300,2009,White,5.5,Gasoline,SoA,Premium,unsp,18,42
550,CPO,f,46100,2012,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,74
550,Used,f,113000,2007,Black,5.5,Gasoline,WNC,Premium,Alloy,unsp,45
550,New,f,12,2015,Blue,4.6,Gasoline,New,unsp,unsp,unsp,0
55,Used,f,51565,2002,Black,5.4,Gasoline,WSC,Bose,Premium,unsp,42
600,Used,f,70000,2006,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,95
550,Used,f,12882,2012,Black,4.6,Gasoline,SoA,Harman Kardon,unsp,unsp,12
550,New,f,6,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,25
550,New,f,9,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,70
550,New,f,5,2015,White,4.6,Gasoline,Pac,unsp,unsp,unsp,1
65,New,f,10,2015,unsp,6,Gasoline,Mid,Premium,Alloy,unsp,61
430,Used,f,106948,2001,Gold,4.3,Gasoline,SoA,unsp,Alloy,unsp,21
63,New,f,10,2014,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,3
550,New,f,18,2015,Blue,4.6,Gasoline,Mid,Premium,unsp,unsp,76
550,CPO,f,21951,2012,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,84
430,Used,f,70533,2006,Silver,4.3,Gasoline,WSC,Bose,Alloy,18,66
550,Used,f,64293,2010,Blue,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,93
550,New,f,17,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,78
550,Used,f,77813,2007,White,5.5,Gasoline,Mtn,Harman Kardon,unsp,unsp,8
550,New,f,11,2015,Black,4.6,Gasoline,ESC,unsp,Alloy,unsp,75
500,Used,t,154207,2001,Silver,5,Gasoline,SoA,Premium,Alloy,unsp,41
63,Used,f,32174,2008,Black,6.3,Gasoline,Pac,Harman Kardon,unsp,unsp,49
550,Used,t,55045,2008,Red,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,66
550,New,f,45,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,Used,f,85127,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,47
550,New,f,9,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,49943,2007,Silver,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,20
550,CPO,f,19100,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,71
550,Used,t,21767,2012,Silver,4.6,Gasoline,SoA,Harman Kardon,Alloy,20,73
430,Used,f,133569,2003,Black,4.3,Gasoline,SoA,unsp,Alloy,unsp,49
500,Used,f,132711,2000,Black,5,Gasoline,ENC,unsp,Alloy,unsp,18
550,New,f,5,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,70
400,Used,f,43978,2010,Black,3.5,Hybrid,Mid,unsp,Alloy,unsp,20
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,88
550,New,f,5,2014,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,0
500,Used,f,160217,1995,Beige,5,Gasoline,Pac,unsp,Alloy,unsp,39
550,Used,t,35765,2010,White,5.5,Gasoline,WSC,Premium,Alloy,unsp,71
600,Used,f,74396,2001,Black,5.8,Gasoline,Pac,Bose,Alloy,unsp,19
550,New,f,13,2015,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,68
550,Used,f,103529,2007,Silver,5.5,Gasoline,SoA,Premium,unsp,unsp,30
550,Used,t,20790,2012,Silver,4.6,Gasoline,ENC,Premium,Alloy,unsp,73
550,New,f,8,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,74
550,CPO,f,19768,2013,White,4.6,Gasoline,SoA,unsp,unsp,unsp,7
550,New,f,12,2015,Silver,4.6,Gasoline,New,Premium,unsp,unsp,82
550,New,f,5,2015,unsp,4.6,Gasoline,Mid,unsp,Alloy,18,90
550,Used,t,20260,2010,Silver,5.5,Gasoline,ENC,unsp,Alloy,unsp,50
550,New,f,17,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,71
350,Used,f,19565,2012,Black,3,Diesel,WSC,Harman Kardon,Alloy,unsp,65
63,New,f,7,2015,White,5.5,Gasoline,ENC,unsp,unsp,unsp,0
55,Used,f,168500,2001,Black,5.4,Gasoline,Pac,Premium,Alloy,unsp,39
550,New,f,19,2014,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,69
550,New,f,6,2015,White,4.6,Gasoline,Mid,unsp,unsp,19,3
500,Used,t,78631,2002,Silver,5,Gasoline,WSC,Premium,unsp,unsp,42
500,Used,t,63217,2003,Silver,5,Gasoline,SoA,Bose,Alloy,17,58
550,Used,f,100458,2008,unsp,5.5,Gasoline,SoA,unsp,unsp,unsp,0
430,Used,t,71436,2000,Silver,4.3,Gasoline,SoA,Premium,Alloy,unsp,57
550,CPO,t,30828,2010,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,75
550,New,f,12,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,48
550,Used,f,71769,2008,White,5.5,Gasoline,SoA,Premium,Alloy,unsp,44
550,Used,f,129481,2007,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,52
550,CPO,f,17579,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,64
550,New,f,11,2015,Red,4.6,Gasoline,Pac,Premium,unsp,unsp,79
320,Used,f,172300,1999,Gold,3.2,Gasoline,WSC,unsp,unsp,unsp,1
550,New,f,16,2014,White,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,CPO,f,38885,2012,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,58
550,CPO,t,16057,2012,Black,4.6,Gasoline,WSC,Premium,Alloy,unsp,77
550,New,f,9,2015,Blue,4.6,Gasoline,WSC,Premium,Alloy,unsp,67
550,Used,f,15890,2012,Blue,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,69
550,New,f,12,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,19,17
550,Used,f,15325,2012,Silver,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,74
350,Used,f,19582,2012,Silver,3,Diesel,Pac,unsp,Alloy,unsp,60
550,New,f,5,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,New,f,17,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,72
550,CPO,f,28891,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,83
550,New,f,59,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,19
430,Used,f,78094,2000,Silver,4.3,Gasoline,SoA,Bose,unsp,unsp,9
550,Used,f,22703,2009,White,5.5,Gasoline,ENC,unsp,unsp,unsp,11
550,New,f,11,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,20,73
550,Used,f,84344,2007,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,54
500,Used,f,140002,2003,Silver,5,Gasoline,ENC,Premium,Alloy,unsp,37
550,New,f,36,2013,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,53
550,Used,f,7163,2014,White,4.6,Gasoline,WSC,Premium,Alloy,unsp,61
500,Used,f,89000,2003,unsp,5,Gasoline,ENC,Bose,Alloy,unsp,59
550,Used,f,61310,2009,White,5.5,Gasoline,WSC,unsp,Chrome,20,5
550,Used,f,95011,2008,Blue,5.5,Gasoline,WSC,unsp,unsp,unsp,8
500,Used,f,108209,2003,Green,5,Gasoline,New,unsp,Alloy,unsp,47
63,Used,f,91145,2008,Black,6.3,Gasoline,Pac,unsp,Alloy,unsp,57
550,Used,f,77659,2007,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,52
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,8
550,New,f,7,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,New,f,9,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,20,77
550,Used,f,116845,2007,Gray,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,94
63,Used,f,47747,2009,Gray,6.3,Gasoline,WSC,Harman Kardon,Alloy,unsp,37
430,Used,f,121401,2002,Silver,4.3,Gasoline,WSC,Premium,Alloy,unsp,52
350,Used,f,78580,2006,Black,3.7,Gasoline,WSC,unsp,unsp,unsp,53
350,Used,f,24280,2012,Black,3,Diesel,ESC,Harman Kardon,unsp,unsp,52
550,Used,f,132534,2007,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,58
400,CPO,t,42654,2010,Black,3.5,Hybrid,SoA,unsp,unsp,unsp,8
550,New,f,6,2015,Silver,4.6,Gasoline,Pac,Premium,Alloy,18,83
500,Used,f,111580,2005,Silver,5,Gasoline,ENC,unsp,Alloy,unsp,56
550,Used,f,21671,2011,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,53
550,New,f,9,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
550,New,f,11,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
550,New,f,39,2014,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,69
550,New,f,6,2015,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,62
65,Used,f,66561,2006,Silver,6,Gasoline,Mid,unsp,Premium,unsp,17
500,Used,f,91363,2005,Black,5,Gasoline,Pac,unsp,Alloy,unsp,56
550,New,f,9,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,Used,f,87550,2007,Silver,5.5,Gasoline,ENC,unsp,unsp,unsp,11
550,Used,f,125527,2007,Black,5.5,Gasoline,ESC,Premium,unsp,unsp,36
550,New,f,6,2015,Gray,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,Used,f,52295,2009,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,29
550,CPO,f,19824,2011,Silver,5.5,Gasoline,New,unsp,unsp,unsp,58
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,CPO,t,7700,2012,unsp,4.6,Gasoline,WSC,unsp,unsp,unsp,1
550,Used,t,79750,2008,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,67
550,CPO,f,43251,2011,Black,5.5,Gasoline,New,Harman Kardon,Alloy,18,105
63,Used,f,24100,2010,Blue,6.3,Gasoline,Mid,unsp,unsp,unsp,15
550,CPO,f,7950,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,73
550,Used,t,11338,2013,White,4.6,Gasoline,Pac,unsp,unsp,unsp,1
320,Used,f,140810,1999,unsp,3.2,Gasoline,SoA,unsp,unsp,unsp,1
550,CPO,f,54373,2010,Red,5.5,Gasoline,New,unsp,Alloy,unsp,34
550,Used,f,40275,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,36
63,New,f,8761,2014,Green,5.5,Gasoline,Mid,Premium,Alloy,unsp,70
550,New,f,6,2015,Silver,4.6,Gasoline,Pac,Premium,Alloy,18,87
430,Used,f,73077,2004,unsp,4.3,Gasoline,Pac,unsp,Alloy,unsp,54
55,Used,f,70505,2003,Black,5.4,Gasoline,ENC,Bose,Alloy,unsp,52
550,Used,f,58730,2009,unsp,5.5,Gasoline,Mid,unsp,unsp,unsp,6
550,CPO,f,23513,2012,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,71
550,Used,f,49059,2007,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,24
550,CPO,f,25951,2013,Black,4.6,Gasoline,Pac,Harman Kardon,unsp,unsp,71
550,New,f,15,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,Used,f,75071,2007,Black,5.5,Gasoline,ESC,Premium,Alloy,unsp,40
550,CPO,t,20882,2012,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,66
550,Used,f,69038,2008,White,5.5,Gasoline,Mtn,unsp,unsp,unsp,0
430,Used,f,95020,2003,Black,4.3,Gasoline,SoA,Premium,unsp,unsp,35
550,CPO,t,11379,2011,White,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,43
550,Used,f,52211,2008,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,81
420,Used,f,126604,1997,White,4.2,Gasoline,Pac,Bose,Alloy,16,49
550,New,f,8,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
550,Used,f,26824,2012,Black,4.6,Gasoline,WSC,Premium,Alloy,unsp,44
550,CPO,f,17537,2012,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,63
550,New,f,8,2014,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,2
550,Used,f,72854,2007,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,84
550,Used,t,30872,2011,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,81
500,Used,f,172419,2005,Silver,5,Gasoline,ENC,unsp,unsp,unsp,54
430,Used,f,115073,2004,Black,4.3,Gasoline,Mid,unsp,unsp,unsp,5
550,CPO,t,20927,2013,White,4.6,Gasoline,Mtn,Premium,unsp,unsp,54
550,CPO,f,20225,2011,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,1
550,New,f,9,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,12
550,Used,f,65396,2009,White,5.5,Gasoline,SoA,Premium,Premium,unsp,46
550,New,f,15,2015,unsp,4.6,Gasoline,ESC,unsp,unsp,unsp,0
430,Used,f,109779,2003,White,4.3,Gasoline,Mid,Premium,Alloy,unsp,56
55,Used,f,85831,2006,Black,5.4,Gasoline,WSC,Premium,Alloy,unsp,49
550,Used,t,17352,2012,White,4.6,Gasoline,SoA,unsp,unsp,unsp,65
550,Used,f,69706,2008,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,67
350,Used,f,123198,2006,Silver,3.7,Gasoline,SoA,Premium,Premium,unsp,26
550,CPO,f,16099,2013,Black,4.6,Gasoline,WNC,Harman Kardon,unsp,unsp,81
550,Used,f,36202,2008,Black,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,7
500,Used,f,155151,2000,Silver,5,Gasoline,Pac,Premium,Alloy,unsp,40
550,Used,t,19165,2011,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,75
550,Used,f,26450,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,75
430,Used,f,69948,2004,Black,4.3,Gasoline,Pac,unsp,unsp,unsp,14
430,Used,f,88329,2006,Gray,4.3,Gasoline,SoA,Bose,unsp,17,92
550,Used,f,51949,2011,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,62
550,CPO,t,60807,2012,Silver,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,35
550,New,f,2,2014,White,4.6,Gasoline,WNC,unsp,Alloy,18,52
550,CPO,t,35290,2011,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,81
550,Used,f,17680,2012,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,45
600,Used,f,45246,2007,Gray,5.5,Gasoline,Mtn,unsp,Alloy,unsp,51
550,Used,f,71534,2007,Gray,5.5,Gasoline,ENC,Premium,Alloy,unsp,54
550,Used,f,62551,2010,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,71
550,Used,f,89951,2010,Black,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,82
550,CPO,f,22267,2011,Black,5.5,Gasoline,Pac,Premium,unsp,unsp,85
550,Used,f,105439,2007,Silver,5.5,Gasoline,Mid,unsp,Alloy,unsp,47
550,New,f,19,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,2
550,Used,t,35199,2012,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,13
550,New,f,20,2015,Silver,4.7,Gasoline,Mid,Premium,Alloy,unsp,76
550,New,f,6,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,25
550,New,f,9,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,Used,f,1,2014,Black,4.6,Gasoline,WSC,Premium,Alloy,unsp,62
320,Used,f,219058,1999,Black,3.2,Gasoline,WNC,unsp,Alloy,unsp,43
550,Used,f,5884,2011,Black,5.5,Gasoline,ENC,unsp,Alloy,unsp,67
320,Used,f,171635,1995,Silver,3.2,Gasoline,SoA,Premium,Alloy,unsp,22
550,New,f,8,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,91
550,New,f,4356,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,24803,2011,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,42
550,CPO,f,52103,2009,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,72
430,Used,f,54925,2003,unsp,4.3,Gasoline,WSC,Bose,Alloy,17,62
550,CPO,f,15934,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,4
550,CPO,t,38433,2011,Silver,5.5,Gasoline,Pac,unsp,Alloy,unsp,62
550,New,f,19,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,0
430,Used,f,97699,2004,Black,4.3,Gasoline,WSC,Premium,Alloy,unsp,59
550,New,f,10,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,56
550,New,f,21,2015,White,4.7,Gasoline,Mid,Premium,Alloy,20,77
550,Used,f,61921,2007,Blue,5.5,Gasoline,ENC,unsp,Alloy,unsp,48
550,New,f,10,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,73
550,Used,f,59677,2010,Silver,5.5,Gasoline,WSC,unsp,Alloy,unsp,70
430,Used,f,99706,2003,Silver,4.3,Gasoline,SoA,unsp,Alloy,unsp,18
550,New,f,17,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,71
550,New,f,6,2014,unsp,4.6,Gasoline,Pac,Premium,Alloy,unsp,67
550,New,f,11,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,2
550,Used,f,77682,2007,Black,5.5,Gasoline,New,unsp,unsp,unsp,73
550,New,f,10,2015,unsp,4.7,unsp,Mid,unsp,unsp,unsp,0
550,New,f,12,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,65
550,Used,f,91896,2008,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,63
500,Used,f,84979,2004,Silver,5,Gasoline,SoA,Premium,unsp,unsp,38
550,New,f,15,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
600,Used,f,75465,2004,Black,5.5,Gasoline,SoA,unsp,Chrome,unsp,59
550,New,f,8,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66
500,Used,t,72839,2006,Gray,5,Gasoline,Pac,Premium,Alloy,unsp,14
550,New,f,5,2015,Silver,4.6,Gasoline,ESC,unsp,unsp,unsp,1
550,CPO,f,17203,2012,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,15
550,New,f,14,2015,Black,4.7,Gasoline,Pac,unsp,Alloy,19,105
550,New,f,55,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,71
550,New,f,20,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,71
550,Used,f,48327,2010,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,32
550,New,f,7,2015,Green,4.6,Gasoline,WSC,unsp,unsp,18,86
600,New,f,26,2015,Black,6,Gasoline,Pac,Bang Olufsen,unsp,19,72
63,Used,f,38761,2009,unsp,6.3,Gasoline,Mid,unsp,unsp,unsp,4
550,CPO,f,28270,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,78
550,Used,f,120972,2008,Gray,5.5,Gasoline,Mid,Premium,Alloy,unsp,56
550,Used,f,86762,2007,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,5
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,3
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,1
500,Used,f,142038,1995,Black,5,Gasoline,Pac,Premium,Alloy,unsp,28
550,CPO,f,45808,2010,Silver,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,73
550,Used,t,26139,2011,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,73
63,New,f,6,2015,Red,unsp,unsp,Pac,unsp,unsp,unsp,0
550,New,f,28,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,18,88
550,Used,f,57150,2008,White,5.5,Gasoline,SoA,Harman Kardon,unsp,19,51
550,CPO,t,16841,2013,Silver,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,88
550,Used,f,19594,2012,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,71
550,Used,f,84430,2009,White,5.5,Gasoline,Pac,Harman Kardon,Alloy,18,100
430,Used,f,70483,2004,Black,4.3,Gasoline,SoA,Premium,Alloy,unsp,64
550,New,f,8,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,85
430,Used,f,137963,2002,Blue,4.3,Gasoline,SoA,unsp,Alloy,unsp,56
430,Used,f,89812,2002,Silver,4.3,Gasoline,WNC,unsp,Alloy,unsp,49
550,Used,f,20535,2012,Black,4.6,Gasoline,ESC,Premium,unsp,unsp,51
550,Used,f,8290,2013,White,4.6,Gasoline,ESC,unsp,Alloy,unsp,46
430,Used,f,111263,2002,Black,4.3,Gasoline,SoA,unsp,unsp,unsp,6
550,New,f,16,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,19,76
550,Used,f,86898,2007,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,22,37
550,Used,f,30988,2011,Blue,5.5,Gasoline,SoA,unsp,unsp,unsp,6
550,Used,f,37956,2011,White,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,84
430,Used,f,161501,2002,White,4.3,Gasoline,Mid,Bose,Alloy,unsp,73
550,Used,f,49993,2007,Gray,5.5,Gasoline,Mid,unsp,Alloy,unsp,82
550,Used,f,63650,2012,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,39
550,Used,t,3316,2013,White,4.6,Gasoline,SoA,unsp,Alloy,unsp,43
430,Used,t,27600,2005,Gray,4.3,Gasoline,Pac,Premium,unsp,unsp,23
550,CPO,f,6208,2010,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,72
550,Used,f,22832,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,18,74
550,Used,f,99894,2007,Gold,5.5,Gasoline,Pac,Harman Kardon,Premium,unsp,18
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,88
600,Used,f,117275,2003,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,8
550,New,f,5,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,t,5505,2014,White,4.6,Gasoline,SoA,unsp,unsp,unsp,5
